id,member_id,loan_amnt,term,int_rate,annual_inc,emp_length,home_ownership,purpose,dti,fico_range_low,fico_range_high,open_acc,delinq_2yrs,revol_bal,inq_last_6mths,issue_d,loan_status
1990,215054,19583.06,36,13.56,85534.3,2 years,RENT,credit_card,7.92,770,774,18,0,13826.07,3,Oct-2023,Fully Paid
1991,242551,5877.63,60,12.68,47917.48,10+ years,MORTGAGE,home_improvement,29.58,713,717,15,1,10280.68,3,Aug-2022,In Grace Period
1992,836260,14887.32,36,19.58,88305.88,5 years,RENT,other,25.01,717,721,16,0,39501.47,4,Apr-2022,In Grace Period
1993,393695,4473.71,36,17.35,20201.12,10+ years,MORTGAGE,major_purchase,14.52,620,624,4,2,10352.15,3,Nov-2021,Default
1994,576734,12052.77,36,12.19,47812.67,10+ years,RENT,major_purchase,16.71,809,813,8,3,23591.14,4,Dec-2022,Fully Paid
1995,522839,39628.5,36,13.16,48144.26,5 years,MORTGAGE,home_improvement,20.68,809,813,14,3,88568.3,0,Apr-2023,Charged Off
1996,999891,3694.92,36,13.35,35342.89,10+ years,RENT,debt_consolidation,24.82,750,754,16,3,3448.19,5,Jan-2021,Fully Paid
1997,262835,34640.8,60,8.27,143306.0,5 years,RENT,home_improvement,20.61,796,800,8,0,97929.73,2,Aug-2022,Fully Paid
1998,800346,4943.2,36,10.13,47582.17,2 years,OWN,home_improvement,20.49,725,729,12,0,5097.33,2,Dec-2023,Late (31-120 days)
1999,200827,22101.88,36,15.68,40803.42,10+ years,MORTGAGE,debt_consolidation,9.63,738,742,5,0,20276.89,4,Nov-2021,Current
2000,980102,19180.55,60,20.07,49596.87,10+ years,MORTGAGE,debt_consolidation,39.62,778,782,17,3,16303.62,2,Nov-2021,Fully Paid
2001,609242,37399.08,60,13.54,19905.15,2 years,OTHER,medical,29.37,589,593,11,0,106233.82,4,Aug-2023,Charged Off
2002,337290,9563.89,60,12.9,34823.91,10+ years,OWN,credit_card,10.84,632,636,3,2,15800.91,4,Mar-2021,Fully Paid
2003,470788,8827.92,60,17.71,76302.27,< 1 year,MORTGAGE,credit_card,21.95,628,632,12,2,16178.6,3,Mar-2022,Default
2004,755515,30451.14,60,8.83,36937.21,10+ years,MORTGAGE,debt_consolidation,21.67,731,735,6,3,44079.92,3,May-2022,In Grace Period
2005,474302,29577.34,36,12.85,33759.13,5 years,OWN,home_improvement,29.02,638,642,10,0,16805.75,5,May-2023,Charged Off
2006,160881,28568.91,60,9.75,88369.89,2 years,RENT,debt_consolidation,29.35,673,677,8,1,19045.64,4,May-2021,Current
2007,377151,2992.83,36,17.73,89600.35,10+ years,MORTGAGE,major_purchase,30.81,698,702,17,0,1614.33,4,Apr-2022,Default
2008,924027,11878.47,36,8.02,61861.03,5 years,OTHER,debt_consolidation,32.92,758,762,17,0,21945.36,4,Jun-2021,Late (31-120 days)
2009,434122,33916.02,36,14.06,39942.54,< 1 year,RENT,debt_consolidation,9.13,704,708,4,2,33363.49,4,May-2023,Fully Paid
2010,541652,24832.61,36,16.73,44012.9,10+ years,RENT,other,17.2,585,589,7,2,37380.59,4,Nov-2022,Current
2011,265666,24883.41,60,21.01,34136.84,10+ years,RENT,home_improvement,5.69,744,748,9,3,41077.82,4,Jun-2022,In Grace Period
2012,124253,13244.83,60,19.04,31330.65,5 years,OWN,credit_card,23.19,682,686,17,0,24257.18,2,Mar-2022,Current
2013,343525,11886.58,36,22.97,30638.5,10+ years,OWN,debt_consolidation,22.18,607,611,6,1,32474.3,4,Jun-2021,In Grace Period
2014,881329,37969.09,60,18.24,37118.68,< 1 year,RENT,home_improvement,34.37,736,740,14,0,23088.44,3,Oct-2023,Default
2015,588045,29654.7,60,12.29,30772.46,5 years,OWN,credit_card,11.68,644,648,2,2,51467.88,5,Dec-2022,Charged Off
2016,439368,6820.91,36,10.17,24253.9,5 years,MORTGAGE,credit_card,30.26,690,694,19,2,5659.04,2,Dec-2021,Fully Paid
2017,570062,37632.86,60,7.02,54107.67,2 years,RENT,home_improvement,17.27,812,816,8,2,105985.3,0,Mar-2022,Fully Paid
2018,831265,24130.07,36,11.0,54478.86,5 years,MORTGAGE,debt_consolidation,20.28,637,641,6,0,67410.76,4,Mar-2023,Fully Paid
2019,915333,14667.77,36,8.46,105383.01,10+ years,MORTGAGE,home_improvement,33.77,792,796,14,0,12465.33,3,Feb-2023,In Grace Period
2020,385933,17091.3,36,12.65,36288.19,10+ years,MORTGAGE,home_improvement,7.86,691,695,13,3,13560.2,0,May-2022,In Grace Period
2021,849285,29565.37,60,18.65,56007.75,5 years,RENT,home_improvement,18.71,803,807,11,2,22903.53,4,Nov-2021,Current
2022,821378,16298.36,36,18.46,56427.99,5 years,MORTGAGE,medical,20.65,783,787,18,0,12145.68,0,Dec-2022,Fully Paid
2023,106391,23992.3,36,11.73,43729.28,10+ years,RENT,debt_consolidation,33.63,779,783,9,1,21478.94,0,Dec-2022,Current
2024,904607,28998.98,36,15.15,68524.74,10+ years,RENT,credit_card,12.97,629,633,11,1,25786.54,4,Oct-2022,Current
2025,306787,9424.25,60,9.9,69484.09,< 1 year,RENT,home_improvement,42.9,769,773,10,1,8564.31,0,Mar-2021,Default
2026,789337,37881.18,60,15.05,56802.46,5 years,MORTGAGE,home_improvement,44.91,668,672,5,2,33011.17,1,Jun-2022,Late (31-120 days)
2027,898924,15534.57,36,15.18,43693.83,2 years,RENT,debt_consolidation,37.76,798,802,7,1,22444.12,2,Nov-2022,Charged Off
2028,616235,17936.24,60,11.42,41735.67,< 1 year,OWN,credit_card,16.99,817,821,12,2,20352.93,5,Nov-2023,Fully Paid
2029,383277,28543.55,36,10.67,26489.69,2 years,MORTGAGE,credit_card,31.55,726,730,4,2,44034.04,3,Jul-2022,Fully Paid
2030,869733,25133.83,36,23.63,34109.7,5 years,MORTGAGE,other,8.33,799,803,15,0,68724.97,5,Jan-2022,Fully Paid
2031,529934,18724.55,36,15.67,37052.7,10+ years,MORTGAGE,debt_consolidation,39.85,707,711,12,1,25838.28,4,Sep-2022,Current
2032,791315,26690.2,36,16.12,29561.04,10+ years,RENT,home_improvement,25.64,588,592,13,1,32460.2,1,Jul-2021,Default
2033,707485,36307.48,60,6.14,59752.47,5 years,MORTGAGE,credit_card,12.06,789,793,16,3,101148.49,3,Apr-2021,In Grace Period
2034,388855,32410.78,36,9.27,83992.48,5 years,RENT,other,18.1,707,711,10,0,42264.27,2,Jan-2023,Current
2035,589020,33321.84,36,12.42,32577.33,2 years,RENT,major_purchase,37.03,590,594,16,1,26824.54,1,Dec-2023,Late (31-120 days)
2036,280800,11819.52,60,23.39,55689.6,2 years,RENT,credit_card,39.81,595,599,15,2,24200.02,3,Jul-2023,Current
2037,104381,17937.33,60,9.15,30780.91,2 years,OWN,other,25.79,753,757,6,2,21605.28,5,Oct-2022,In Grace Period
2038,720590,23045.13,36,11.46,42735.49,10+ years,RENT,major_purchase,24.21,801,805,6,0,41478.87,4,Feb-2021,Current
2039,285906,3679.25,60,23.82,35930.86,2 years,OWN,credit_card,35.03,747,751,9,3,8903.67,1,Dec-2023,Current
2040,567558,31252.1,60,14.66,64270.31,10+ years,RENT,medical,38.05,685,689,3,0,59814.12,1,May-2022,Default
2041,190395,14291.61,36,11.73,36117.95,5 years,OWN,medical,35.59,653,657,11,1,36042.27,5,Nov-2021,In Grace Period
2042,689261,12738.65,36,17.42,77284.38,5 years,RENT,major_purchase,20.38,680,684,18,0,17346.92,3,Sep-2023,Current
2043,250880,11853.1,36,14.93,43889.29,10+ years,OWN,debt_consolidation,30.68,657,661,16,2,10924.92,2,Mar-2023,Current
2044,323810,12768.41,60,23.23,36595.42,10+ years,MORTGAGE,medical,39.29,645,649,15,1,18982.39,4,Apr-2023,Charged Off
2045,232631,14844.56,36,7.5,27889.7,2 years,RENT,home_improvement,11.07,610,614,5,2,22709.5,0,Nov-2021,Current
2046,925370,24983.33,60,20.23,54936.98,10+ years,MORTGAGE,debt_consolidation,20.53,716,720,16,2,57209.85,4,Dec-2023,Current
2047,660500,24175.48,36,11.02,73339.03,2 years,OWN,home_improvement,7.26,632,636,4,3,53599.42,2,May-2022,Fully Paid
2048,699087,11717.05,36,20.52,55436.56,10+ years,RENT,home_improvement,21.36,614,618,9,0,14920.8,2,Aug-2022,In Grace Period
2049,465907,9844.12,60,21.26,134252.05,< 1 year,RENT,debt_consolidation,35.89,646,650,18,2,27793.05,3,Apr-2023,In Grace Period
2050,872571,33401.61,36,21.29,93284.04,5 years,RENT,credit_card,12.88,771,775,15,1,39713.55,1,Dec-2022,In Grace Period
2051,159896,5523.49,60,21.6,42685.41,10+ years,MORTGAGE,major_purchase,26.68,717,721,4,2,16521.63,5,Jul-2021,In Grace Period
2052,472301,21487.27,36,18.93,42484.21,10+ years,RENT,medical,6.46,697,701,11,3,12500.27,0,Nov-2021,Current
2053,174061,21781.31,36,8.56,60558.4,10+ years,OTHER,debt_consolidation,40.91,722,726,19,3,47578.05,3,Jan-2022,Current
2054,727449,23817.2,60,6.93,33620.5,2 years,MORTGAGE,credit_card,37.8,715,719,10,3,48837.82,2,Nov-2023,In Grace Period
2055,955319,35654.7,36,12.13,82853.54,10+ years,OWN,medical,25.98,699,703,12,3,69966.04,5,Feb-2023,Fully Paid
2056,789701,25708.73,36,14.91,57683.14,5 years,OTHER,debt_consolidation,33.23,781,785,8,3,62931.0,3,Feb-2022,Fully Paid
2057,239285,38998.08,36,11.45,55017.5,2 years,RENT,major_purchase,9.16,755,759,10,3,77106.63,2,Mar-2023,Current
2058,809208,35111.42,36,19.36,66778.01,< 1 year,MORTGAGE,home_improvement,38.81,624,628,11,2,71093.37,2,Mar-2023,Late (31-120 days)
2059,328455,10160.13,36,19.0,106433.26,2 years,RENT,medical,33.61,776,780,5,0,27365.25,1,Mar-2022,Current
2060,413746,11164.97,36,23.49,52940.82,2 years,OWN,debt_consolidation,9.8,622,626,18,3,10794.93,0,Mar-2022,Fully Paid
2061,616864,15101.42,36,13.21,46589.56,5 years,RENT,debt_consolidation,44.23,598,602,17,2,27603.79,2,Sep-2023,Fully Paid
2062,507916,16877.55,36,20.14,96656.99,2 years,MORTGAGE,medical,5.9,680,684,3,3,38485.08,0,Sep-2022,In Grace Period
2063,268395,23013.81,60,19.34,75765.45,5 years,RENT,credit_card,30.14,674,678,5,1,29220.49,3,Jun-2021,Current
2064,576904,10835.48,36,23.8,42427.8,2 years,MORTGAGE,home_improvement,11.87,768,772,13,2,11363.29,5,Feb-2023,Current
2065,277776,10449.12,36,19.93,49135.34,10+ years,MORTGAGE,medical,33.77,746,750,9,1,8591.83,0,Oct-2022,Fully Paid
2066,746246,16492.82,36,11.1,53525.93,2 years,RENT,home_improvement,7.82,594,598,14,0,19077.59,5,Jul-2022,Fully Paid
2067,165328,27536.88,60,6.27,57688.66,5 years,OTHER,home_improvement,8.24,699,703,2,2,59622.7,0,Mar-2023,In Grace Period
2068,829037,28148.77,36,23.43,26622.98,5 years,OWN,debt_consolidation,23.65,770,774,15,1,57350.69,2,Sep-2023,Current
2069,982738,39092.44,36,18.89,24486.62,10+ years,MORTGAGE,major_purchase,44.76,755,759,2,0,36331.78,3,Dec-2021,Default
2070,771885,9691.79,60,20.63,32881.8,10+ years,OWN,debt_consolidation,16.06,700,704,5,0,16746.29,3,Apr-2022,Current
2071,645444,16928.65,60,20.28,31756.98,5 years,MORTGAGE,home_improvement,29.5,727,731,15,2,17511.41,2,Jul-2021,Current
2072,496919,38657.74,60,19.24,36690.72,10+ years,MORTGAGE,home_improvement,25.74,714,718,8,2,109785.36,0,Dec-2022,In Grace Period
2073,576769,28220.33,36,19.53,65226.41,5 years,RENT,medical,38.68,635,639,5,1,65198.44,4,Mar-2022,Charged Off
2074,560948,24506.58,36,22.73,45432.45,10+ years,MORTGAGE,medical,16.54,715,719,17,1,22872.53,2,Jan-2022,Current
2075,899802,22506.55,36,22.45,53550.35,< 1 year,OTHER,major_purchase,27.2,742,746,12,3,27554.34,1,Feb-2023,Current
2076,214752,4869.39,36,12.83,28256.07,< 1 year,MORTGAGE,major_purchase,43.02,593,597,7,1,12819.65,2,Mar-2022,Charged Off
2077,634982,35948.2,36,6.56,39825.43,< 1 year,OTHER,credit_card,18.3,746,750,15,1,68042.95,2,May-2022,Current
2078,594930,25769.2,36,6.7,63848.35,10+ years,MORTGAGE,home_improvement,22.58,639,643,4,3,35816.29,3,Apr-2022,Fully Paid
2079,336774,23723.36,36,14.04,64069.81,2 years,RENT,other,40.55,581,585,10,0,47353.07,3,Oct-2021,Fully Paid
2080,471622,22501.01,36,21.03,35381.41,2 years,MORTGAGE,medical,18.3,761,765,5,2,33159.89,3,May-2021,Current
2081,525031,16892.74,60,21.26,52719.89,5 years,MORTGAGE,medical,20.23,673,677,13,2,46937.67,5,Jun-2023,Charged Off
2082,131311,11677.26,36,13.28,131858.09,10+ years,RENT,other,17.16,678,682,6,1,31340.03,5,Apr-2021,Charged Off
2083,529820,30702.24,60,11.43,48634.14,5 years,RENT,debt_consolidation,37.38,729,733,6,2,27661.67,0,Dec-2021,Current
2084,253650,21363.57,36,15.12,35884.68,10+ years,RENT,debt_consolidation,42.22,714,718,6,1,46863.57,3,Jan-2023,Fully Paid
2085,458271,3289.7,36,20.99,45333.74,2 years,MORTGAGE,debt_consolidation,30.24,728,732,16,2,8533.39,1,May-2021,Current
2086,350400,17165.59,60,17.46,51096.93,10+ years,MORTGAGE,home_improvement,29.95,806,810,17,1,17648.11,0,Dec-2022,Fully Paid
2087,778266,37286.94,36,8.52,45797.02,< 1 year,MORTGAGE,medical,20.6,736,740,5,3,99883.3,0,Mar-2023,Current
2088,964305,16207.99,60,12.52,48333.99,2 years,RENT,other,5.5,591,595,4,1,25104.46,3,Dec-2022,In Grace Period
2089,198714,17702.85,60,16.0,25602.59,5 years,RENT,major_purchase,11.96,633,637,12,3,22470.55,5,Dec-2021,In Grace Period
2090,331130,25710.52,60,15.69,31787.11,2 years,RENT,medical,10.9,687,691,13,2,76107.09,4,Jan-2021,Current
2091,243293,32463.64,36,20.95,45834.81,5 years,MORTGAGE,other,9.64,693,697,17,0,72069.69,0,Aug-2023,Current
2092,535101,27401.52,36,22.78,45507.36,5 years,MORTGAGE,credit_card,31.16,666,670,16,2,33601.63,1,Dec-2021,Current
2093,434976,34302.08,36,7.81,37995.19,2 years,MORTGAGE,medical,10.45,624,628,16,0,62574.73,4,Jun-2023,Current
2094,509521,6330.88,60,10.04,45267.47,< 1 year,RENT,major_purchase,8.43,605,609,2,2,13349.7,3,Aug-2021,In Grace Period
2095,164055,37134.52,36,13.06,50385.4,< 1 year,MORTGAGE,credit_card,20.3,614,618,2,0,84660.96,3,Jun-2021,Late (31-120 days)
2096,883894,36349.03,36,11.34,73147.71,< 1 year,MORTGAGE,home_improvement,14.96,808,812,5,3,37202.39,1,May-2023,Fully Paid
2097,988654,21727.65,60,13.35,46880.39,10+ years,MORTGAGE,debt_consolidation,10.83,674,678,8,0,44356.97,4,Oct-2023,Current
2098,920453,25740.21,36,6.73,58664.87,5 years,MORTGAGE,home_improvement,10.85,810,814,15,1,67391.85,5,Aug-2023,Fully Paid
2099,546214,10086.9,36,7.19,38417.94,2 years,OWN,major_purchase,15.25,660,664,17,2,25309.53,1,Apr-2023,In Grace Period
2100,700102,19022.0,60,21.09,63414.2,< 1 year,MORTGAGE,home_improvement,26.47,654,658,14,0,23505.21,5,Sep-2021,Current
2101,145095,9702.73,36,7.85,58051.08,10+ years,RENT,home_improvement,35.32,697,701,17,0,28385.15,2,Sep-2023,Current
2102,649713,2835.11,36,20.83,72375.1,10+ years,MORTGAGE,major_purchase,39.11,807,811,8,3,1506.78,0,Jan-2023,Current
2103,647105,39274.32,36,11.52,67579.31,10+ years,MORTGAGE,other,35.06,715,719,13,1,96125.44,5,Jul-2021,In Grace Period
2104,761296,11847.57,36,11.57,63890.82,2 years,MORTGAGE,home_improvement,30.13,588,592,4,3,15316.29,1,May-2021,Charged Off
2105,802993,24538.12,36,7.81,46897.15,5 years,RENT,medical,41.3,645,649,3,1,70007.57,0,Aug-2023,Current
2106,100018,13409.51,60,6.24,54733.03,2 years,MORTGAGE,home_improvement,25.79,815,819,16,0,35570.64,2,Oct-2021,In Grace Period
2107,466944,16083.62,36,12.4,79108.77,10+ years,RENT,other,30.33,617,621,9,2,43472.45,3,Apr-2023,In Grace Period
2108,536816,17114.94,36,21.04,36554.75,5 years,MORTGAGE,major_purchase,21.46,780,784,15,0,19334.21,3,Jun-2021,Fully Paid
2109,532478,14731.78,60,22.56,36946.14,5 years,MORTGAGE,medical,18.1,802,806,19,3,36697.42,5,Nov-2021,Current
2110,594262,26221.19,60,7.11,53190.98,< 1 year,RENT,credit_card,18.27,631,635,12,2,34917.0,2,Nov-2021,In Grace Period
2111,730539,38515.58,36,6.56,59093.48,10+ years,MORTGAGE,major_purchase,10.93,714,718,3,2,62319.02,0,Nov-2021,Late (31-120 days)
2112,628439,18288.12,60,8.86,33831.65,2 years,MORTGAGE,credit_card,36.86,723,727,13,0,50490.53,2,Jan-2023,Fully Paid
2113,310435,38986.42,36,19.79,47399.02,10+ years,MORTGAGE,major_purchase,7.21,770,774,16,1,89712.95,5,Sep-2023,Current
2114,697654,27376.3,36,9.69,46990.49,2 years,RENT,credit_card,31.99,771,775,6,1,57529.0,0,Sep-2023,Fully Paid
2115,637896,25071.18,60,10.15,18090.17,10+ years,MORTGAGE,major_purchase,39.58,594,598,9,1,20619.37,1,Mar-2023,Late (31-120 days)
2116,279948,11009.95,36,22.0,44408.35,2 years,OTHER,credit_card,24.9,656,660,13,0,20321.15,4,Aug-2021,In Grace Period
2117,667850,4390.99,36,21.75,45670.46,5 years,MORTGAGE,major_purchase,7.81,805,809,15,0,3551.37,1,Nov-2023,Fully Paid
2118,569228,34373.52,60,18.07,45609.36,10+ years,OWN,home_improvement,22.14,664,668,5,2,23633.84,2,Aug-2022,Current
2119,824178,23811.28,36,8.95,92703.49,5 years,MORTGAGE,other,18.73,639,643,2,1,68253.87,0,Aug-2022,In Grace Period
2120,452727,17747.73,36,12.86,28364.42,2 years,RENT,debt_consolidation,44.42,730,734,13,0,35158.19,0,Feb-2023,Fully Paid
2121,901963,32854.76,60,10.25,33823.8,5 years,MORTGAGE,credit_card,32.65,626,630,2,2,16932.2,4,Apr-2023,Current
2122,582856,13802.05,36,18.09,15131.17,2 years,RENT,medical,33.85,615,619,10,3,23084.93,4,Nov-2023,Current
2123,946798,31777.46,36,20.04,39481.5,5 years,RENT,other,25.63,771,775,7,3,38668.71,0,Sep-2022,Current
2124,191530,14462.63,36,8.56,41025.96,< 1 year,RENT,medical,33.38,608,612,9,3,12796.16,3,Oct-2022,Late (31-120 days)
2125,213693,36993.49,36,22.16,38968.55,< 1 year,MORTGAGE,major_purchase,33.9,793,797,17,1,94252.13,2,Mar-2023,Default
2126,296424,12182.74,36,14.33,80696.85,2 years,MORTGAGE,credit_card,7.65,639,643,18,0,10769.82,2,Oct-2021,Charged Off
2127,834640,7227.06,60,20.31,72205.96,2 years,MORTGAGE,home_improvement,13.9,605,609,14,0,6619.08,4,Dec-2021,Default
2128,556071,28527.67,36,6.93,50768.71,2 years,RENT,other,5.52,757,761,8,1,30853.18,3,Nov-2022,Fully Paid
2129,707887,8188.2,60,12.49,41490.68,10+ years,RENT,credit_card,25.39,622,626,13,0,18678.14,0,Mar-2021,Current
2130,117512,38075.8,36,6.27,77791.34,< 1 year,OWN,other,40.03,667,671,4,1,37193.53,5,Dec-2021,Charged Off
2131,433654,26911.09,36,18.93,48586.89,10+ years,MORTGAGE,credit_card,29.38,664,668,19,2,35075.91,1,Feb-2023,Current
2132,418037,10772.71,60,7.43,33920.62,10+ years,RENT,home_improvement,25.01,701,705,17,0,29688.13,3,Dec-2023,In Grace Period
2133,930529,9935.12,36,12.09,22644.86,5 years,MORTGAGE,major_purchase,42.04,693,697,8,3,19004.43,0,Jul-2022,In Grace Period
2134,194291,37107.25,36,20.07,40191.41,10+ years,RENT,credit_card,11.89,626,630,2,3,34603.31,3,Mar-2022,Fully Paid
2135,874104,25098.6,60,19.48,68843.4,5 years,MORTGAGE,debt_consolidation,7.98,636,640,17,1,66505.2,0,Apr-2022,Fully Paid
2136,431445,35961.97,36,17.53,136549.49,5 years,OWN,credit_card,41.69,626,630,2,1,64026.9,1,Jan-2023,Current
2137,796922,6188.56,36,18.49,50398.9,5 years,RENT,debt_consolidation,41.11,593,597,3,1,16000.95,2,Aug-2022,Fully Paid
2138,361856,37164.9,36,17.72,34738.02,5 years,RENT,major_purchase,32.32,736,740,2,1,25898.84,0,Jan-2021,Default
2139,151735,21761.87,36,17.54,28760.71,2 years,RENT,credit_card,14.84,692,696,5,0,19684.79,2,Aug-2022,Current
2140,711493,27400.03,36,12.29,62842.05,5 years,RENT,home_improvement,43.79,606,610,18,1,19989.32,3,Mar-2022,Late (31-120 days)
2141,259305,16169.27,36,6.51,22157.31,2 years,MORTGAGE,credit_card,35.61,659,663,10,2,27537.71,5,Feb-2023,Fully Paid
2142,233110,4247.33,60,13.95,62796.54,5 years,MORTGAGE,credit_card,31.96,740,744,5,1,6236.98,2,Aug-2023,In Grace Period
2143,926495,38402.95,36,6.82,70825.21,5 years,RENT,other,13.92,648,652,19,0,59141.45,4,Nov-2023,Fully Paid
2144,303982,39794.74,36,14.44,59654.55,2 years,MORTGAGE,home_improvement,25.52,676,680,9,2,56363.21,1,Oct-2022,Charged Off
2145,984011,15852.78,36,14.35,44406.99,2 years,RENT,major_purchase,37.9,758,762,14,0,24736.25,5,Feb-2022,In Grace Period
2146,413485,37866.98,60,9.22,63210.35,10+ years,MORTGAGE,home_improvement,39.41,741,745,11,2,55023.92,5,May-2022,Charged Off
2147,349573,8373.6,60,20.12,52940.41,2 years,RENT,home_improvement,27.46,748,752,4,2,7529.14,4,Jul-2021,Fully Paid
2148,508903,7878.01,36,18.68,34539.0,< 1 year,RENT,credit_card,25.91,671,675,14,3,15147.11,1,Oct-2023,In Grace Period
2149,349648,4778.25,36,16.07,112722.64,5 years,MORTGAGE,other,32.91,696,700,19,0,12771.88,5,Jul-2023,Current
2150,934744,16868.24,36,22.67,41845.7,10+ years,RENT,major_purchase,26.13,783,787,19,3,50355.13,2,Jul-2023,Charged Off
2151,649273,3987.49,60,11.17,69500.45,5 years,RENT,home_improvement,21.71,789,793,15,0,3163.16,1,Dec-2021,Current
2152,768761,16996.97,60,10.72,16508.38,5 years,MORTGAGE,major_purchase,8.42,593,597,14,3,25972.84,2,Dec-2021,Fully Paid
2153,168563,7258.84,36,9.3,87065.14,10+ years,MORTGAGE,other,10.04,781,785,15,0,8004.52,1,Jul-2023,Fully Paid
2154,315212,29760.06,36,15.8,94934.62,5 years,MORTGAGE,major_purchase,35.41,794,798,19,3,57057.5,2,Aug-2022,In Grace Period
2155,635783,33667.78,60,9.7,49683.35,10+ years,MORTGAGE,other,5.99,806,810,11,0,47165.65,2,Feb-2023,Charged Off
2156,538063,28136.99,60,21.64,63035.1,5 years,RENT,major_purchase,7.09,644,648,18,3,75811.87,5,Jun-2022,Current
2157,971819,9618.78,36,11.48,63027.84,10+ years,MORTGAGE,medical,41.19,700,704,9,2,27298.19,2,Apr-2022,Charged Off
2158,750661,31140.23,36,14.84,36707.9,5 years,MORTGAGE,home_improvement,33.16,590,594,7,0,40878.34,4,Nov-2022,Current
2159,367257,11481.01,36,15.53,62705.54,2 years,RENT,major_purchase,5.17,606,610,3,1,15970.58,4,Jun-2023,Fully Paid
2160,508535,30860.57,36,11.54,34068.08,< 1 year,RENT,major_purchase,17.48,714,718,10,1,56703.43,5,Jan-2022,In Grace Period
2161,768469,23561.11,60,19.29,37274.3,2 years,MORTGAGE,medical,35.53,629,633,13,2,49214.54,3,Jun-2023,Charged Off
2162,468759,15935.08,36,18.46,81399.5,5 years,MORTGAGE,medical,21.7,633,637,9,2,37943.76,3,Sep-2021,In Grace Period
2163,572410,5172.71,60,19.69,76008.16,10+ years,RENT,credit_card,23.75,651,655,4,2,3880.45,5,Mar-2022,Charged Off
2164,819405,33445.36,36,16.91,35672.35,10+ years,MORTGAGE,home_improvement,23.35,690,694,9,2,20994.71,4,Sep-2023,Default
2165,358579,37706.81,36,14.28,35238.36,10+ years,RENT,home_improvement,13.09,616,620,12,1,82787.94,1,Nov-2023,Charged Off
2166,189785,27304.88,36,14.08,36661.47,5 years,OWN,other,33.86,772,776,4,1,46328.68,3,Oct-2023,Charged Off
2167,471230,38652.58,36,18.9,68165.09,10+ years,MORTGAGE,credit_card,9.12,740,744,11,0,84335.31,3,Dec-2021,Current
2168,297394,37496.23,36,12.79,31257.26,10+ years,RENT,major_purchase,25.29,769,773,8,2,47020.93,3,Jul-2023,Fully Paid
2169,595973,9395.12,36,13.87,57556.4,2 years,RENT,credit_card,11.8,802,806,12,2,8741.51,3,Oct-2023,Fully Paid
2170,867771,29786.07,60,8.95,68602.28,5 years,MORTGAGE,debt_consolidation,6.86,724,728,2,3,23177.4,2,Dec-2023,In Grace Period
2171,785430,15273.58,60,18.23,47112.31,5 years,RENT,debt_consolidation,10.73,666,670,16,2,37662.11,0,Jan-2021,In Grace Period
2172,756441,20525.66,36,7.38,77228.87,2 years,MORTGAGE,debt_consolidation,39.77,814,818,9,2,30943.95,2,Mar-2023,Default
2173,586714,7964.69,36,23.83,42747.26,2 years,OTHER,other,12.05,715,719,9,2,5632.52,4,Dec-2023,Fully Paid
2174,899272,39041.62,60,8.59,44523.17,2 years,MORTGAGE,other,16.13,691,695,3,3,43606.2,5,Apr-2023,In Grace Period
2175,932625,29593.22,36,12.89,31578.73,2 years,MORTGAGE,debt_consolidation,10.52,679,683,9,2,78534.4,3,Sep-2021,Fully Paid
2176,782108,12142.52,36,10.28,77476.49,2 years,MORTGAGE,credit_card,34.42,589,593,9,2,20689.02,4,Apr-2023,In Grace Period
2177,205253,16115.92,60,11.23,34719.81,10+ years,MORTGAGE,home_improvement,22.82,809,813,3,3,42438.96,1,Apr-2021,Current
2178,367874,18054.35,36,11.8,57376.91,5 years,MORTGAGE,debt_consolidation,42.75,776,780,12,2,51695.71,4,Jun-2022,Current
2179,961926,30406.28,36,18.93,47472.59,10+ years,RENT,home_improvement,31.57,747,751,7,2,20292.95,2,Nov-2022,In Grace Period
2180,165418,37176.5,36,9.18,30523.36,< 1 year,MORTGAGE,other,26.26,633,637,8,2,106252.56,4,May-2022,In Grace Period
2181,595585,14214.73,60,10.75,37268.49,10+ years,RENT,home_improvement,31.27,802,806,3,3,20293.86,3,Feb-2023,Current
2182,675186,19955.0,36,7.82,91335.29,10+ years,RENT,major_purchase,6.62,622,626,13,2,44812.55,4,Sep-2021,Fully Paid
2183,452633,24541.89,36,11.97,53677.32,10+ years,MORTGAGE,other,43.03,637,641,4,2,37004.75,4,Oct-2022,Fully Paid
2184,733398,16947.07,36,22.94,31128.6,5 years,RENT,debt_consolidation,43.26,596,600,12,0,34513.45,3,Dec-2022,Charged Off
2185,168445,21158.89,36,12.84,56240.8,5 years,RENT,medical,16.05,649,653,9,3,46008.21,2,Nov-2022,Fully Paid
2186,297216,6016.89,36,19.99,45901.3,5 years,MORTGAGE,home_improvement,30.13,658,662,15,0,5008.84,4,Nov-2021,Fully Paid
2187,366623,8371.63,60,14.31,231960.15,5 years,RENT,major_purchase,13.08,770,774,9,3,13208.83,4,Dec-2021,In Grace Period
2188,253798,17241.85,60,14.09,55731.77,10+ years,MORTGAGE,other,26.9,658,662,13,1,17525.97,0,Oct-2021,Fully Paid
2189,494140,36767.68,60,20.83,41304.17,< 1 year,OTHER,medical,35.83,809,813,18,1,29350.37,1,May-2022,Late (31-120 days)
2190,521641,15275.61,60,6.48,92875.26,< 1 year,MORTGAGE,credit_card,42.59,652,656,6,0,30243.55,1,Oct-2022,In Grace Period
